transaction_id,description,value,date
ec812cf0-57ee-481f-8d1c-c5578deaede2,ante ipsum,-1844.1,2019-02-14
46b235b3-1dbd-497b-8417-2cf9503302c2,sit amet turpis,735.15,2019-05-08
98a747c8-ea16-4bf1-b9d3-2c0b09ba331d,diam nam tristique,-227.04,2019-04-16
f951cea3-d61d-450e-9df2-28f97724184d,potenti,1890.48,2019-01-07
5dde1482-07bd-4f62-8352-39eb0eb2b623,felis,1189.69,2019-07-09
def5f849-81c0-4ee0-9b32-4a96d0c4c4ae,nibh quisque id,2825.97,2019-05-25
6c96a2c3-6098-46d2-bfa9-4f4a895fbd93,hac,-3243.59,2019-06-24
1cd4ddb2-5aa1-45e5-900b-46cab5745d69,tincidunt ante,1014.36,2018-11-04
729e4268-40af-44c4-b578-12e053898591,sit,-1310.59,2018-12-22
580c18aa-c385-491e-94a2-246b166f2edd,arcu,2331.13,2019-07-01
9e0696c5-552e-4cb7-8512-d1b65254eacb,faucibus orci,2376.15,2019-07-25
6e35bf8a-457a-4954-b7a7-d580c4da0024,nisl ut volutpat,-3341.71,2019-08-17
ed574774-a2f1-4639-aeb3-c9557f1088cf,dapibus,-10131.77,2019-09-07
6f6484ff-aed4-44cb-b338-bb383a6a38cf,vestibulum,2550.02,2019-04-08
43b1b17f-f596-4402-863e-1b818d632ab9,id,1798.77,2018-09-30
ee25910b-5e79-4002-9dac-47bad6d21fc6,curabitur,-8977.72,2019-08-12
aba8989f-9050-4d7f-9d27-04552949aee1,vel,-3193.11,2019-02-18
6cdac21b-8e30-4ea8-8905-cdb8bdd6b404,tincidunt nulla,-578.06,2018-10-12
e58071fd-f507-4022-b33a-1667569704e6,pede,-10225.52,2019-04-23
7fa347af-5ca6-4d11-9673-e45341fccb06,enim in,2561.92,2018-09-19
7fcf705b-282b-4699-9a31-cb059d0d1a44,ac,-5520.42,2018-11-25
65d7ceae-699d-43db-ae15-9832f9358a7c,curae donec pharetra,-2769.87,2019-06-06
2bbdf7fb-f71e-4334-bd80-25f08f9b5130,felis sed lacus,676.28,2018-10-27
08eea30f-afc8-4acf-892e-6a18b28c4953,magna at,-1376.07,2019-04-21
bc01486a-3921-45f0-91e0-880bcdb48e2e,non sodales sed,-1238.3,2019-08-30
4c04b58d-b2e5-40cc-bf6a-bf160d5e8beb,lorem,-5213.2,2019-02-18
72e9c635-c6d1-4b27-97bf-515377727ee2,velit,-1911.85,2019-01-13
87fb00c8-d3d8-4140-9088-6ad7a27d8d52,turpis elementum,-10630.6,2019-09-06
46e195d1-9e1f-4b9a-88eb-783a65c3bb21,nibh in,-4685.85,2019-05-26
2c7526e7-a13c-4764-8d75-83edd80934f9,interdum mauris non,-310.36,2018-12-02
64600112-7c24-4aad-bccc-54d93327ca21,turpis elementum ligula,-7453.11,2018-10-05
8275f280-d44d-49f3-8433-3ef95f780db5,sodales scelerisque,1292.46,2019-09-09
88f0531d-43df-41c7-abea-6db7e00a6616,risus,2233.09,2019-03-29
d3706d35-2053-4733-83a3-d15aef4b6574,amet eleifend pede,-2798.03,2019-05-25
5c00c057-d1ec-4a3c-a9ff-b3f45f029bbc,mi pede,-3956.77,2019-02-16
8c748ccf-71d4-4457-b303-025dcf489c57,tincidunt,2887.55,2019-05-10
f9ca63e8-b1cc-49d3-9541-5818dce6ec90,nisi at nibh,-3765.35,2019-02-08
648ddd05-4d0e-49bf-99cd-8d8be9b05fb6,sapien arcu sed,-5463.59,2019-02-24
d93a8428-b623-4936-a247-9468d7b38018,eros,-8318.12,2018-09-18
25d8b89e-afb4-4d3e-9215-b1e29af8b8bd,ultrices,-3419.67,2018-10-02
cf67f767-77f1-4ac6-8872-e59c2480f76e,sed interdum,-9571.0,2018-11-16
8b0f89c9-b64f-43d6-a0e3-59e1c2b9d57c,primis in faucibus,-280.35,2019-06-04
96e2af5f-85f4-46e3-a50d-a46d472b9958,nulla quisque arcu,-7316.24,2018-11-09
e8749dca-45d4-4f2c-895b-f66826f0853e,integer tincidunt ante,-2430.91,2019-05-19
f507bfd3-5671-4a01-814a-219a2bf4a4d6,erat id,-10108.95,2019-04-14
2ddbdcfd-cc82-4060-a002-d9b73948942d,molestie sed justo,-6943.07,2018-11-14
c50cafe3-c6b0-4d2e-bf5a-0a8c594a13ae,nisl ut volutpat,-7594.92,2019-08-19
c0a7d6df-9797-4517-bc85-57eb297ff4f7,congue,2937.42,2019-05-06
f80b7c71-37c4-4ff3-8709-fe5e9897db47,nulla tellus,2524.68,2019-05-11
604d93d0-da86-4b1b-b4dd-39a51563ff32,odio curabitur convallis,-2978.82,2018-11-19
c3991c81-b936-45ec-9cc6-d2c04071e74b,quis augue,750.92,2019-02-27
f05d883a-6faa-4242-ab90-34dd7a171ff9,dui maecenas,-7018.27,2019-01-11
d5354f93-bc2c-48e4-adf7-3d4abf16f8ce,lacus at turpis,215.28,2019-07-10
4af1e684-b014-4ee9-a9e5-2082e8da3c3e,tristique in tempus,-2305.63,2019-01-25
25be1053-350f-4bd0-8adf-fbc0837e7f98,est lacinia,-1070.87,2019-09-06
6c6ed9f0-5ed4-45a9-b9a6-9f53d42f9ff3,vestibulum ante ipsum,-8593.4,2018-12-03
60db4cbd-5c36-4840-bcd4-debd13a39dab,accumsan odio,-5273.96,2019-03-29
b3ee53b5-6aff-42cc-9194-4fa091297eef,condimentum,-2177.44,2018-12-08
1fbd8aa1-b710-4556-a9a9-9f54980852fa,turpis,-5910.97,2019-03-18
652aa088-4304-4bc6-8171-dd10ad72a24f,sed augue aliquam,1544.81,2018-11-13
da958c77-0f92-40c8-b1dd-2c39be07ea5f,lectus suspendisse,2859.49,2019-06-09
ea789161-55c0-4853-b6c3-4f3fe6bb7267,quis turpis sed,-6012.12,2019-08-18
74adfb36-c95a-402b-ac54-ab1883b7f732,at dolor,-3543.32,2019-08-04
6610de6d-c7e7-4029-a8c6-cf629fbb0a75,nisl,-4790.46,2018-12-25
83f57405-4d45-49c8-8226-2d2ddb2cf06c,cras,-7740.43,2019-03-30
99f23040-614e-471e-a057-cbe2d9984d7e,duis,-592.66,2019-06-11
360b968a-030a-406c-92eb-65cd450943ba,vel augue vestibulum,-1431.68,2018-10-06
ad052a10-4f73-462a-bc0e-e2105d69b9d4,pede venenatis,-123.4,2018-10-15
876b6e76-455f-4a53-94af-b28b7720fca7,maecenas,-448.37,2018-11-22
c10ed607-d739-4c82-b3a7-9ffc64da5bb8,eros,-7028.42,2019-07-01
d0e8934e-4153-4da9-a10f-1b60c37ba567,donec dapibus duis,-1403.3,2019-07-16
c2ba9bd0-e59d-44ac-a27f-6c3f6e0e3628,ultrices,-3484.21,2019-03-11
3fb27fd3-3eec-4949-adf2-a11f46d5b502,ac consequat metus,-6179.53,2018-12-23
09346475-f2c0-4745-a992-6fa1459e22f1,donec ut dolor,1374.01,2018-11-21
081c8fda-cbe1-44f7-b8a7-12a5fc4e407a,eu sapien,-6334.51,2018-10-25
1735a617-19a0-4fdd-827f-cbc77c5b3718,suscipit nulla elit,-3457.07,2018-11-02
774726be-aaeb-4eb1-864c-04194544f2ce,proin leo odio,719.55,2019-05-06
cc392dd8-9234-419e-936c-d724feecff84,id lobortis convallis,-5078.19,2019-06-03
46bc3b34-c97e-40d4-a28b-9cdf2475eca5,magna,-1461.28,2019-05-25
9ebae154-df52-4cb6-8452-973ede464699,vitae mattis,-1790.46,2019-06-22
53eb6192-6ca6-4737-99dc-b8522e6fc322,nulla tellus in,-4551.55,2018-10-27
34c18594-f0c2-44e0-bb8d-a3e506ca3db8,natoque penatibus et,1812.74,2018-10-11
da8e290d-5d57-406d-bac1-c6eb7b32b5cb,non lectus,-5329.92,2019-05-18
0206b7e1-f188-42f4-9f79-b21efe0712bd,in,-10101.22,2019-01-17
d6ebb172-14b0-4c53-9c1d-1a3ffd205f0e,convallis nunc proin,-9826.03,2018-09-29
99396bd1-9ce5-4632-84f5-1007a7c47598,et eros vestibulum,-10370.8,2019-09-07
0144d39b-402a-40fb-87fa-f0927fd686ae,velit donec,2491.87,2019-04-30
9fd8431b-6274-4836-b41b-4016011ccd61,id,-8645.9,2019-01-31
184b8c9d-62b8-4e45-b004-c8508ea055bf,ipsum aliquam,-1235.9,2018-09-10
533dae0f-b65a-4a6a-ba68-08e85ee31eaa,placerat,1064.97,2019-03-03
2436e770-8538-44a2-80eb-5bb5e151c6d3,sapien,-5503.49,2018-10-09
7a5b669c-ccde-4264-a8f4-4ecf53686343,primis in faucibus,-10663.27,2019-08-13
c362588d-d67b-4c28-8f56-9c8943b22f3b,pede,-2482.96,2019-01-08
910c0ad5-d2fe-4f84-b426-7dde888d4cdc,sapien non mi,1510.15,2019-01-19
500c8bf4-b54a-4c3f-902a-dfb67a57a679,habitasse platea,-3963.03,2019-09-06
419732d5-1a24-40df-acdb-d60ae2934e85,lectus,-10551.61,2018-12-19
1e453f31-4fb6-4eda-a3a3-2cca004a6213,augue luctus,-2730.9,2019-02-12
599f000e-d17d-4f40-9584-eb16c51f72d6,justo eu,-5604.64,2018-09-15
477c6347-9e60-48e6-81b0-edbfee16c6fb,egestas metus aenean,-7406.31,2018-11-16
b0204875-4bdd-48dc-9cd8-8472ede90d1b,euismod,-4395.43,2018-11-24
73db0553-0966-49f2-8f30-273388031ffd,tortor id,-3374.39,2018-10-01
3e04763e-53b6-4832-abfd-61bf0da98555,ultrices,2746.63,2019-03-09
aa7397b0-6835-4f6c-9882-8b932acc3b06,sapien non,-9979.77,2019-04-05
d38088aa-05f6-4dc8-a7ad-0f83a1eb8de2,non,-6464.02,2019-01-10
18adb6a7-a318-498b-b7a7-833fed22604a,ut rhoncus,-8271.26,2019-07-12
0363080a-c87f-4bc8-a0e4-51252c90223c,sit,-10301.68,2019-07-08
9a78248c-9448-491f-80c7-67aef92a99e0,odio consequat varius,1289.29,2018-11-09
df652e54-a490-4fd1-bdac-dce5de49c88d,fringilla,-10656.39,2019-06-14
aa4ac34a-36ec-467e-ab18-82ab1fb2005b,massa quis augue,-1044.48,2019-03-12
a7fdb622-2104-4501-926e-417a4dd2237a,sed,-10821.86,2019-02-10
fdf7fc44-5fd9-4c4a-bafa-7fefd8906588,varius,-5137.97,2019-01-04
3ed72476-6b8b-450b-8574-28ff38912e62,lectus,-6377.86,2019-04-03
c0312d8c-9950-44a3-b3a2-59084fc3d0f8,orci mauris lacinia,-4420.81,2019-04-01
43640ce5-1b78-4911-93ce-2b9ac843e223,fusce posuere,2721.08,2018-12-28
d6b8728a-5fe4-4a3b-92eb-ff7e3f52639d,sapien,-9850.9,2019-06-17
df604887-38ae-44fd-866e-96c2d67e5bb1,feugiat,-2682.94,2018-11-20
37b2c3a3-926a-4ced-a3b3-0c03970fb8de,praesent blandit nam,-1877.87,2019-01-03
dec911e5-68f5-4709-a2de-791839339903,pulvinar,1898.57,2019-01-07
e79d23d0-93be-49df-b8c8-ccdacc2da0f6,sociis natoque penatibus,-2727.55,2018-09-17
285da942-ee05-4ad2-913d-16233d3543ab,turpis elementum ligula,-9557.35,2019-05-26
56ed18aa-871a-447c-878f-21af63239b1b,risus,-10428.96,2019-06-02
7cc783be-7698-4368-a70a-dfccc666831c,augue quam,-5225.48,2018-09-20
109527db-6727-4eec-adf4-3e3b87f87f21,proin,-2620.99,2018-12-22
0fc60151-6485-4a08-9626-22e5f021571e,auctor,-8565.87,2018-12-26
1360d98a-1fbc-4014-bd4f-28b78346168f,erat nulla,1249.62,2019-02-21
7e5686fc-a2e7-411d-a384-9c779ff4c04e,sit amet,2536.7,2019-02-08
85858d37-a8a6-48cb-98b0-c2183d6daeee,sapien,2296.85,2019-04-02
fd51dc7e-bfa6-43ee-8b53-403e8a453234,sem fusce consequat,-5137.28,2018-11-12
889b3c79-8e58-4b4f-8704-baa06e67ac23,risus,1970.83,2018-11-06
d00fcaad-329f-4dc8-bdd5-19e24a3d1c9f,eget elit sodales,-8950.49,2019-05-13
703a79dd-73ea-4584-9830-8d0ce2235335,quisque id justo,-9571.13,2019-09-07
4e403618-c5f8-4ff5-b1fe-da79ed10038d,felis sed lacus,2211.85,2019-02-09
889ef491-d9c6-428c-9ebc-7dfc01cb3107,amet,1070.84,2018-11-17
a7478822-aa62-4c73-91bf-d582e73e1898,cum,-9712.82,2019-07-19
ac0c9913-bc7b-4919-a09d-6f55c196e53f,pulvinar,-6410.95,2019-02-14
4d8aebed-b006-4f61-bae2-e5a7b2c0408e,tempus,-8121.22,2018-09-28
30804633-b0ac-486f-a665-e9f77447127c,lacus morbi,2998.55,2018-11-21
77da19b1-f2d4-4ee0-8fb1-aca71a26cf79,elementum eu,-5285.06,2019-03-29
5c7cbc0a-02ac-4e05-a745-ce82d8eed307,pretium iaculis justo,-2034.47,2018-11-19
b41e7a73-5745-45fb-8d42-6118ba2ee8b5,nulla,-9057.25,2019-01-19
0db6f63e-efdd-4b81-950b-98723f524fcb,lobortis,-10921.68,2019-05-22
9d9e168e-f18c-4989-ab14-09cbb27fe346,dolor morbi,-2938.72,2019-01-21
19300519-4d23-495d-b1ea-ba069252dd9c,vestibulum quam,-5086.55,2019-03-22
f4678087-b400-4620-8487-b4ef9521026a,phasellus in felis,1281.81,2019-07-01
99fe4fc8-5bda-4e9f-8a53-f0d2ac6125c4,iaculis congue vivamus,-9475.46,2018-09-22
37f6a34f-79c1-4284-8d25-d03d38a15b7c,curae,-7363.97,2019-08-02
1c312e39-48d4-4796-9e91-b31ff4a6da10,augue vel accumsan,-5623.41,2019-04-23
9bce498c-2c31-41e9-aff5-9f937abe404a,justo,-4460.91,2018-10-21
2e611aab-f2ce-4c22-8fdd-944ea0d0865f,libero nullam sit,647.79,2018-11-14
4eb5c855-4e81-4a90-aeaa-868c00f766aa,mus vivamus,-6435.73,2018-09-20
4d9c0c34-6d0f-42ed-98ca-5f559fbabc60,rhoncus aliquet,-2050.18,2019-02-01
66e56b8c-2463-421f-bc92-a3f6afbf3c5e,ornare consequat lectus,-742.5,2019-04-08
e228b276-769b-4db2-b318-efe18d1c45d1,hac,-6914.51,2018-10-28
4780210f-3481-4c9c-bdce-8817c9237c3e,erat,-2428.61,2019-03-13
7091f8e1-0b04-435a-86c7-a6b4150ac69b,lorem,-6084.93,2019-03-11
aeb644e8-75a6-4d73-8d69-eeb14b326284,nibh,-4070.69,2019-05-31
9dba3370-2916-4d2b-bc73-1192b88635a7,sed ante,-8396.65,2018-12-06
aa4741bf-dcfc-41e8-b0e1-a0a20e2f1004,vivamus vel,201.37,2018-09-26
be9a03d3-d305-42f2-9516-3ac22b35339e,et magnis dis,-8957.73,2018-10-18
4be4249c-8b29-4c79-932c-b2085f3e22b5,vel,-8425.42,2018-11-10
238bf2df-4c3e-4e34-8d9a-9440fc6b5016,vitae consectetuer eget,-8915.16,2018-10-30
89b3749d-a5a6-4a35-ae54-0fce43b4f78f,lacus curabitur at,2571.97,2019-07-08
d7e212a4-daea-42c6-999c-b95cde4c987c,cubilia,-7882.48,2019-08-31
71b5f5f2-c96a-437d-9e2a-45b5683a1b24,penatibus et magnis,-2993.95,2018-09-28
9932a22b-f6c9-4b95-9054-8745d58a1d5d,in felis eu,-10291.66,2018-10-01
856cdf60-cefd-4be2-8332-98881cc6ddc8,in ante,-117.83,2019-01-26
b15326dc-0a7b-47a3-96dd-10e07679ad32,consectetuer,-8372.37,2019-04-18
7dd7b2ff-4af4-4bdb-858e-fb4292637d4f,nulla,-9867.61,2019-05-17
b5fee330-0184-47eb-be70-272b5089eac5,platea dictumst,-4772.29,2019-05-03
6ac1f0f2-8ead-4414-b9aa-2a31b9265f5f,neque sapien,2070.2,2018-10-15
76a87fc3-59ff-40b9-bfc7-745a5574e7cf,aliquam erat volutpat,-2164.14,2018-10-10
56a1202b-520b-49e1-b5f6-9a4babadd35f,consequat,-8633.97,2019-01-13
31cd20b5-8139-4e72-8064-b1129360a207,a,-7608.16,2019-04-24
201fc2e5-ccdf-4c49-b721-0c668a6255ab,consequat,-3586.39,2019-05-29
76e5bbfb-8f26-4e77-943c-3401e3c54237,massa id,-7447.22,2019-05-26
53e76318-bb62-4c57-b33a-f6b43d030214,integer,-3816.12,2019-03-08
a73e8e33-94ab-4efb-809e-1c25ba41543e,elementum ligula vehicula,-4971.98,2019-01-31
babf70e9-b787-4487-8116-1acfabc55dec,vel dapibus at,-1061.67,2018-12-07
d6b422a6-7de8-4a73-8b85-2948c644d7c3,leo rhoncus sed,-6479.86,2019-04-06
e00b2a58-4c82-407f-9d52-f7040710902c,vestibulum aliquet ultrices,-8165.1,2019-03-03
f57ff595-8cc3-47ad-ae86-c3bdf2df0ca5,nulla sed accumsan,-3933.4,2019-05-29
a061638c-8bf0-4c25-9b44-2c78b06b82ab,sapien dignissim,1146.13,2018-09-26
292adcea-ac9f-4a5b-a7d6-0243468fe7b0,in,332.95,2019-09-09
48047bcc-43cf-4557-a206-911d740d3bac,morbi,-1307.44,2019-07-12
9d440462-aa7a-4ba6-9607-563e68e80be9,vestibulum ac est,1011.85,2019-05-16
965a5366-4455-4b17-ac43-c1829b08ba33,convallis,-3189.6,2019-06-17
a8c1dc2d-32c2-4fb1-92c5-336b559bfae6,praesent blandit,-9515.96,2019-08-13
7f892f17-f043-4af9-a115-17a75ccb488a,proin,-4100.46,2018-09-24
8f8bbc20-4fed-4076-92d9-67db3bd3e579,eleifend luctus ultricies,-10093.08,2019-07-19
80f3670e-1270-4bb0-9785-6716488578ac,fusce lacus,838.7,2019-06-18
1b8b102c-0481-46bc-ba28-d15b951f4c31,bibendum felis sed,-10644.25,2018-12-13
ad321236-be28-4c65-9125-00bded342dd9,feugiat,-9775.56,2019-04-20
1feb26e5-eda2-491e-93b0-8eb1f8990b7b,vitae consectetuer,-4348.28,2019-01-12
d3d7f640-98f3-4b2b-855f-1f95f0df70b1,sapien urna pretium,-6082.54,2018-12-27
051f761e-d298-4991-98a3-e095f40ccf51,non pretium quis,-7945.02,2019-04-21
8f46c8bd-faa8-42f2-bc3e-fe810e0baa95,lacus at,-2948.39,2019-01-28
4037335f-4122-4245-887e-6444dc743102,pede justo eu,-5570.38,2019-04-07
94ce9f80-d009-4399-8459-95877421710a,mi nulla,-4602.59,2019-04-20
9ea07612-9245-4d61-8d19-8ca62e1e7190,magna,-7276.01,2019-01-11
809ee115-fff5-4672-84f8-dc581a547cb8,felis donec,-10495.89,2019-07-14
3192ab24-ed7b-4eba-a13b-58726133b73d,suspendisse,-4010.76,2019-08-17
10816efd-5d8e-4d98-9527-fd24752f2f91,eget elit,-4038.94,2019-02-28
01726d39-73b4-4a56-9c41-dd98874aaf58,pellentesque viverra pede,2054.13,2018-12-06
2533cc97-6955-4d0f-b7fa-9a0a01d18448,eget eros elementum,2095.56,2019-01-26
57b1f2a0-ee2e-4a26-8f4a-0b169cfca938,ultricies,-5311.56,2018-09-27
495d65c3-aaf5-41ee-9cda-ccb511187e41,venenatis non,1078.95,2019-05-04
a09d3ee5-b1bb-48ae-82b0-17802d0589ee,adipiscing,-4524.27,2018-12-31
9bca5a50-0698-4697-8ce0-03e56b2ba02f,posuere,-400.73,2019-08-16
1fd832be-9bf6-4279-ba96-8ce0cc9b44cd,proin,948.59,2019-06-11
d7c9c510-8778-4753-8fbf-645c3d34da19,maecenas,1358.95,2018-12-29
07a5fc05-522a-49fe-b0a6-546b7fbd9ad6,odio elementum eu,-6154.68,2018-09-15
7a7a5e75-2b95-497f-9126-d74f17f2379b,gravida sem praesent,-8698.76,2019-02-21
3d4a9163-dde0-4d17-937c-8fa53627e0d8,id sapien,-908.93,2019-01-27
8ae274c8-8762-4e05-b8fd-a22e93994b31,congue etiam,1194.94,2019-08-08
c5c5624a-76e3-4dd4-8d04-ea720ba9e81d,mi,-656.04,2019-06-20
3fbd5028-642d-41a4-bda9-6e463e2d83f4,hac habitasse,-9246.74,2019-08-08
dada9e5b-79d5-4d0b-bcdf-5ff66452cc47,lobortis convallis,-7320.77,2019-08-10
67ab3fe3-9b56-4d0f-b934-71f775356d6c,donec dapibus,-4847.38,2019-06-04
c46c1aca-c45f-4878-a3da-c7ab7a191e30,orci,2223.87,2019-02-09
568d59b8-7e3a-4300-aad6-e341659ac921,donec ut,-7178.12,2019-08-27
6ede40f7-cbbd-4fa9-9e17-e4b2e41a0e8f,diam neque vestibulum,-5387.43,2019-05-27
5430ce8f-2492-4a37-8c64-79b600db946f,rhoncus,1987.65,2019-03-04
9f49f6bc-8665-46fb-b810-fedc3d8fb677,dapibus,-2132.71,2018-09-21
b576328a-3318-436c-9a6b-55346eb7c587,potenti nullam porttitor,-2753.82,2018-09-27
13135d48-64bc-47cc-94e6-ff50fa712753,id sapien in,-2849.46,2019-07-02
70d6ae26-0b29-4557-911d-3c1dd222cd95,justo,-4789.36,2019-03-10
1d832fc0-532b-4837-a3d4-952798c1829a,tempus semper est,1005.68,2019-08-21
55f769b6-fbfd-401a-afd9-8927bf0f5b99,vulputate,-10359.37,2018-12-23
388c5074-9a61-444e-8188-b9979db92316,imperdiet nullam orci,-1731.61,2019-05-17
48e7f4c7-ef62-4f9d-8e6c-47b134c37fd5,quisque,2990.59,2019-04-19
32fee8a6-02d0-4912-8b8d-b883b647b6b7,amet eros suspendisse,-4460.46,2019-08-06
caa596c6-8351-4173-8296-415375850d10,magnis dis parturient,-6615.79,2019-07-17
e1bf16ae-1813-429d-94cc-9c2cffe81f42,suspendisse,-9933.89,2019-04-14
09d5d2c0-33fb-4c97-824a-2194d933bd8a,pulvinar,-9628.77,2018-11-30
e39ec8a5-efc6-4cc8-8ff6-32fcdfe0afe9,posuere felis sed,-8715.07,2019-08-24
d68e9d3d-cabb-4b88-bc02-f8bfaeaad2cc,sapien,-4912.02,2019-07-13
f070ba6e-9cfa-4801-bc95-4b9b9b7731ff,ac,-4424.6,2018-12-20
4c4e0a49-65ff-4959-b288-1f3c38b49201,nulla,146.43,2019-07-09
a6960155-58fa-48dd-88fb-9e89886d0e3b,quisque,-293.79,2019-05-01
52705222-48b1-47ff-b257-465bdb014774,donec quis orci,1769.04,2019-08-01
cc78c09e-37da-4f84-b0d2-5526ac413741,ut ultrices,-4114.46,2019-09-08
cd1040db-283a-420f-b903-51deec749caf,diam in,-2981.9,2018-11-25
dc38bf85-a4c7-48ff-8d9b-2e04ed1c2e2e,duis faucibus accumsan,-698.58,2019-01-30
611107a4-9dd0-4bc2-8839-7f4bad819014,lectus pellentesque at,-105.32,2018-09-22
cd2a2394-0f02-43cb-8cfb-5d538c7fde61,consequat morbi a,-8489.42,2018-09-19
cdcbcf8f-a6f8-4b3c-bc17-e820c35857ff,suspendisse,-9649.04,2018-09-29
399cb6ec-2ed5-431a-b240-494831303746,faucibus orci luctus,-8011.15,2018-10-27
41420716-db44-4b26-9064-6eb1514ff124,nec condimentum neque,-6573.37,2019-01-23
3ab00070-6c45-42d8-8eac-1132e9770cd2,vulputate ut ultrices,-8481.85,2019-03-28
8e4018db-cb7a-478a-a751-1cc485844358,nec sem duis,-8498.98,2019-08-27
e2946702-5385-41b8-ad44-c4bab5eb0e17,odio donec,-4815.99,2019-01-03
e4fef1f6-f65d-4f1b-9171-0c39c11c78d9,curae,-2296.58,2019-05-25
7117be30-e0cf-41f6-b630-f2366ca42630,ipsum primis in,1583.9,2019-05-17
28c97855-6068-4dc1-bddb-a626447f0397,nisl venenatis,-9363.05,2019-01-25
645b8825-8e81-411e-9902-1cf881cd9e6a,sed nisl,-909.01,2019-04-27
8d1516eb-d8fc-477a-ae74-1102471fbbf1,luctus ultricies,-1328.19,2018-11-11
4569c215-3d7e-43ec-944a-1e7fbe7df9e1,id justo,-10710.27,2019-04-23
edbe066c-4ae4-41d9-bd81-5bbc7fb6d1c2,in hac,-6444.77,2018-11-06
875c5bf6-0522-4f19-a93d-691a399d5d4a,sed justo pellentesque,53.13,2018-09-22
d49e9515-486e-491c-8fdf-a48dff923edc,aliquam lacus,2559.84,2019-01-19
e86c495c-8c21-4b05-9bd8-0c904a640f0a,nisl nunc,2100.51,2019-06-06
43b037aa-5f74-451c-823a-5b8b095c220d,convallis nulla,-2928.06,2019-01-26
6ca27803-597a-4b69-a27d-3673e84e90fd,nec nisi vulputate,-2144.44,2019-06-22
b75eef90-fff2-4c15-8584-3a36e3e21261,nulla sed,-4371.38,2019-03-07
b638983f-0377-4470-b2bf-8e84950f4970,dolor quis,-1066.48,2019-05-22
b8349a1f-dacc-44ad-a07b-be3d7624b37a,viverra dapibus,-10456.01,2019-01-30
bea9d3f8-c51c-49f9-a74d-ab2433af6023,augue vestibulum rutrum,-10639.02,2018-12-10
6a934626-487f-434c-bf18-4ecdd007a917,faucibus orci luctus,-1187.4,2019-02-07
372c6b32-01c3-48bf-958e-97d669aafcf1,fusce posuere,-5102.07,2019-07-24
fbbc3b43-7f6e-4252-bf2a-cc97a63eb8fd,quis turpis,-9507.31,2019-01-15
72cf4810-b8fb-4822-80fa-d0c8c6e0387e,mauris ullamcorper purus,1776.81,2019-03-30
de6e4c4b-4db0-4a09-aae1-5159a9c9cccc,sit amet,-247.49,2019-05-21
5aac81c6-8fd4-46c3-8b56-bf8870634f41,justo pellentesque viverra,-1310.65,2019-03-24
06c4236c-8d68-46e4-94b6-becec95ad5c4,dui,1735.47,2018-12-25
6150c989-a3c1-4037-96bf-687dc471af7f,sem,-10962.88,2019-07-12
0d2e9d0b-d5ae-48fe-8b15-23ee166dbc7a,maecenas,-8217.54,2019-03-19
6772a852-9486-4201-930d-dd1a4971256c,libero,-7863.61,2019-05-17
8e785252-b9db-4aef-9301-c538321871d0,id turpis,-2913.77,2018-09-15
7d2c2865-325a-4848-9094-dc136cbe7c6a,erat id,-4446.0,2019-06-03
29813fa8-49ae-44ed-82c2-e583ff280f9f,ante,-4476.6,2018-10-27
88b749ba-b5da-48e5-8364-77e65fe230ed,bibendum imperdiet,-10607.38,2018-12-14
b87f5b9b-ddef-4db1-b0eb-6a921350665b,rhoncus mauris enim,-9498.3,2018-11-22
f221c94d-4c6b-44c4-b25a-00a3a1ffe035,molestie lorem,-8908.31,2019-01-24
6926c1ce-53d6-4170-8374-b6cb36894872,cubilia curae nulla,-10256.2,2019-05-23
a5b343ba-7b33-498f-baa6-5f70558d59a1,vel,-1537.22,2019-08-11
eccea80b-65c9-4262-b0a4-d7509dca39cf,vel,2643.47,2019-05-07
3a64ea8d-7578-41cc-9e28-b859dc4a0005,pulvinar lobortis est,-5066.62,2018-10-16
5e31227b-6da4-4c28-83a3-3ebae9f8efd9,scelerisque quam turpis,474.88,2019-07-01
8edd502e-11fa-489a-89c5-b491a1312a44,lacus,-1908.81,2019-04-10
efa60379-044f-47e3-b0a4-185d4407a460,aliquet pulvinar,-7253.39,2019-01-11
f74cd712-6718-4c8f-8ac4-ca75b4faebc6,est lacinia,-8870.97,2018-11-15
54b21377-9dc2-4f01-a6d7-30c7bc4f8a48,lectus,-7634.53,2019-05-16
edc74780-8365-493e-96a4-9dfc56e67536,leo odio condimentum,-4732.02,2018-09-17
7754074e-342d-4b96-8ebc-8880cf57d4c9,lectus vestibulum,-4929.96,2019-02-09
c437ead3-374e-4b0f-ad92-b0730d471ad1,pede,-3348.53,2018-09-10
5a104a4f-e78f-45a7-99a7-b127a8568deb,nulla quisque arcu,1559.56,2019-05-17
435c164c-e63e-4134-8149-79ddb35e9743,tincidunt nulla,-10750.82,2018-10-25
3629ef87-dd7c-4211-b96b-8c1febe46b93,risus,-3786.54,2019-03-08
6f03da71-5092-4116-9c50-7ad7091d484b,sapien sapien,-3325.04,2019-06-13
f156aef5-f875-4f32-afdd-51a27fa1331a,nulla,-10721.34,2019-05-07
83805b70-7be0-4d14-ac59-8e63f05f00dd,nibh,2463.38,2019-07-04
fc2ffd44-f7bd-4e0a-9aa5-1f32490864b1,lacinia,521.53,2019-06-25
